STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,9/21/2022,,,,
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,9/22/2022,86,",,S",,
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,9/23/2022,,,70,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,9/24/2022,87,",,S",,
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,9/25/2022,,,71,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,9/26/2022,91,",,S",,
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,9/27/2022,90,",,S",68,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,9/28/2022,89,",,S",71,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,9/29/2022,89,",,S",,
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,9/30/2022,87,",,S",72,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,10/1/2022,87,",,S",,
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,10/2/2022,88,",,S",70,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,10/3/2022,88,",,S",71,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,10/4/2022,88,",,S",74,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,10/5/2022,,,73,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,10/6/2022,87,",,S",71,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,10/7/2022,82,",,S",69,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,10/8/2022,,,,
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,10/9/2022,88,",,S",70,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,10/10/2022,87,",,S",71,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,10/11/2022,,,72,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,10/12/2022,87,",,S",72,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,10/13/2022,87,",,S",67,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,10/14/2022,85,",,S",70,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,10/15/2022,83,",,S",70,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,10/16/2022,82,",,S",70,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,10/17/2022,,,,
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,10/18/2022,,,69,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,10/19/2022,91,",,S",70,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,10/20/2022,88,",,S",69,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,10/21/2022,87,",,S",,
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,10/22/2022,87,",,S",,
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,10/23/2022,85,",,S",61,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,10/24/2022,85,",,S",59,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,10/25/2022,86,",,S",60,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,10/26/2022,87,",,S",59,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,10/27/2022,86,",,S",,
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,10/28/2022,87,",,S",62,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,10/29/2022,87,",,S",,
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,10/30/2022,86,",,S",60,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,10/31/2022,86,",,S",60,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,11/1/2022,85,",,S",65,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,11/2/2022,,,,
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,11/3/2022,,,64,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,11/4/2022,87,",,S",68,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,11/5/2022,86,",,S",,
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,11/6/2022,87,",,S",61,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,11/7/2022,87,",,S",62,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,11/8/2022,89,",,S",62,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,11/9/2022,88,",,S",60,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,11/10/2022,85,",,S",63,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,11/11/2022,86,",,S",66,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,11/12/2022,87,",,S",66,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,11/13/2022,87,",,S",65,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,11/14/2022,87,",,S",,
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,11/15/2022,87,",,S",62,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,11/16/2022,88,",,S",57,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,11/17/2022,87,",,S",56,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,11/18/2022,87,",,S",,
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,11/19/2022,86,",,S",,
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,11/20/2022,83,",,S",58,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,11/21/2022,,,65,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,11/22/2022,85,",,S",69,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,11/23/2022,86,",,S",71,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,11/24/2022,85,",,S",69,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,11/25/2022,,,65,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,11/26/2022,,,,
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,11/27/2022,88,",,S",,
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,11/28/2022,88,",,S",,
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,11/29/2022,88,",,S",59,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,11/30/2022,87,",,S",,
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,12/1/2022,85,",,S",61,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,12/2/2022,87,",,S",65,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,12/3/2022,85,",,S",71,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,12/4/2022,86,",,S",70,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,12/5/2022,87,",,S",62,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,12/6/2022,87,",,S",59,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,12/7/2022,88,",,S",62,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,12/8/2022,84,",,S",60,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,12/9/2022,84,",,S",58,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,12/10/2022,83,",,S",66,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,12/11/2022,80,",,S",67,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,12/12/2022,79,",,S",67,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,12/13/2022,,,70,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,12/14/2022,,,,
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,12/15/2022,,,66,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,12/16/2022,88,",,S",65,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,12/17/2022,87,",,S",,
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,12/18/2022,88,",,S",,
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,12/19/2022,87,",,S",58,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,12/20/2022,,,,
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,12/21/2022,87,",,S",,
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,12/22/2022,86,",,S",,
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,12/23/2022,,,,
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,12/24/2022,89,",,S",62,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,12/25/2022,87,",,S",,
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,12/26/2022,86,",,S",70,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,12/27/2022,,,70,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,12/28/2022,91,",,S",70,",,S"
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,12/29/2022,92,",,S",,
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,12/30/2022,90,",,S",,
IN001080500,"BEGUMPET OBSERVATORY, IN",17.45,78.47,527,12/31/2022,89,",,S",,
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,1/1/2022,85,",,S",73,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,1/2/2022,,,73,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,1/3/2022,87,",,S",72,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,1/4/2022,86,",,S",69,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,1/5/2022,85,",,S",69,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,1/6/2022,,,70,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,1/7/2022,,,71,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,1/8/2022,,,,
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,1/9/2022,,,,
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,1/10/2022,,,70,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,1/11/2022,,,72,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,1/12/2022,89,",,S",72,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,1/13/2022,89,",,S",75,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,1/14/2022,,,75,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,1/15/2022,,,74,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,1/16/2022,,,74,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,1/17/2022,88,",,S",,
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,1/18/2022,,,69,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,1/19/2022,,,,
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,1/20/2022,,,68,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,1/21/2022,,,68,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,1/22/2022,,,72,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,1/23/2022,,,73,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,1/24/2022,90,",,S",70,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,1/25/2022,,,72,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,1/26/2022,88,",,S",72,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,1/27/2022,,,72,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,1/28/2022,88,",,S",76,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,1/29/2022,87,",,S",76,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,1/30/2022,86,",,S",73,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,1/31/2022,,,72,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,2/1/2022,,,71,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,2/2/2022,87,",,S",68,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,2/3/2022,,,67,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,2/4/2022,,,70,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,2/5/2022,90,",,S",73,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,2/6/2022,89,",,S",72,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,2/7/2022,,,71,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,2/8/2022,,,69,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,2/9/2022,88,",,S",70,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,2/10/2022,,,71,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,2/11/2022,88,",,S",72,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,2/12/2022,88,",,S",72,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,2/13/2022,89,",,S",72,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,2/14/2022,87,",,S",72,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,2/15/2022,,,70,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,2/16/2022,86,",,S",70,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,2/17/2022,,,70,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,2/18/2022,,,74,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,2/19/2022,,,72,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,2/20/2022,,,71,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,2/21/2022,,,72,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,2/22/2022,94,",,S",74,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,2/23/2022,92,",,S",73,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,2/24/2022,,,72,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,2/25/2022,90,",,S",70,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,2/26/2022,,,71,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,2/27/2022,,,72,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,2/28/2022,90,",,S",72,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,3/1/2022,,,,
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,3/2/2022,93,",,S",70,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,3/3/2022,,,74,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,3/4/2022,91,",,S",75,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,3/5/2022,91,",,S",76,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,3/6/2022,90,",,S",76,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,3/7/2022,,,,
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,3/8/2022,,,73,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,3/9/2022,,,74,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,3/10/2022,,,73,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,3/11/2022,,,73,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,3/12/2022,,,73,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,3/13/2022,93,",,S",73,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,3/14/2022,,,74,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,3/15/2022,,,74,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,3/16/2022,,,73,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,3/17/2022,,,72,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,3/18/2022,99,",,S",73,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,3/19/2022,,,77,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,3/20/2022,96,",,S",80,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,3/21/2022,,,81,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,3/22/2022,,,80,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,3/23/2022,100,",,S",82,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,3/24/2022,96,",,S",80,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,3/25/2022,95,",,S",79,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,3/26/2022,94,",,S",79,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,3/27/2022,,,80,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,3/28/2022,,,80,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,3/29/2022,,,80,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,3/30/2022,,,81,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,3/31/2022,99,",,S",81,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,4/1/2022,99,",,S",81,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,4/2/2022,97,",,S",81,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,4/3/2022,97,",,S",79,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,4/4/2022,97,",,S",78,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,4/5/2022,,,79,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,4/6/2022,95,",,S",79,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,4/7/2022,96,",,S",81,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,4/8/2022,96,",,S",81,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,4/9/2022,96,",,S",81,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,4/10/2022,95,",,S",81,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,4/11/2022,95,",,S",82,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,4/12/2022,95,",,S",81,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,4/13/2022,95,",,S",81,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,4/14/2022,,,81,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,4/15/2022,,,81,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,4/16/2022,99,",,S",83,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,4/17/2022,99,",,S",82,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,4/18/2022,97,",,S",82,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,4/19/2022,98,",,S",80,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,4/20/2022,98,",,S",82,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,4/21/2022,98,",,S",81,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,4/22/2022,96,",,S",80,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,4/23/2022,97,",,S",,
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,4/24/2022,97,",,S",81,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,4/25/2022,,,80,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,4/26/2022,,,81,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,4/27/2022,99,",,S",81,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,4/28/2022,100,",,S",81,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,4/29/2022,100,",,S",82,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,4/30/2022,,,82,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,5/1/2022,102,",,S",,
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,5/2/2022,,,80,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,5/3/2022,103,",,S",84,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,5/4/2022,98,",,S",,
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,5/5/2022,98,",,S",79,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,5/6/2022,,,,
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,5/7/2022,,,80,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,5/8/2022,102,",,S",83,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,5/9/2022,102,",,S",,
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,5/10/2022,94,",,S",76,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,5/11/2022,,,78,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,5/12/2022,94,",,S",,
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,5/13/2022,98,",,S",75,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,5/14/2022,100,",,S",80,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,5/15/2022,100,",,S",,
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,5/16/2022,99,",,S",78,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,5/17/2022,95,",,S",79,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,5/18/2022,96,",,S",81,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,5/19/2022,98,",,S",81,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,5/20/2022,99,",,S",81,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,5/21/2022,99,",,S",79,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,5/22/2022,99,",,S",,
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,5/23/2022,104,",,S",83,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,5/24/2022,105,",,S",83,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,5/25/2022,105,",,S",83,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,5/26/2022,102,",,S",,
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,5/27/2022,103,",,S",81,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,5/28/2022,103,",,S",81,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,5/29/2022,103,",,S",82,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,5/30/2022,103,",,S",82,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,5/31/2022,103,",,S",82,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,6/1/2022,104,",,S",83,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,6/2/2022,104,",,S",84,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,6/3/2022,104,",,S",84,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,6/4/2022,103,",,S",84,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,6/5/2022,105,",,S",,
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,6/6/2022,105,",,S",78,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,6/7/2022,101,",,S",,
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,6/8/2022,104,",,S",83,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,6/9/2022,104,",,S",84,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,6/10/2022,103,",,S",83,",,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,6/11/2022,103,",,S",83,",,S"
